#,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG per 90,xAG per 90,xG+xAG per 90,npxG per 90,npxG+xAG per 90
110,Houssem Aouar,ALG,"MF,FW",Roma,it Serie A,25,1998,14,7,635,7.1,3,0,3,3,0,0,3,0,1.9,1.9,0.4,2.4,16,24,47,0.43,0.00,0.43,0.43,0.43,0.28,0.06,0.34,0.28,0.34
111,Stredair Appuah,FRA,"FW,MF",Nantes,fr Ligue 1,19,2004,3,0,65,0.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,0,2,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59
112,Mauro Arambarri,URU,MF,Getafe,es La Liga,28,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,2,20,6,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15
113,Jon Aramburu,VEN,DF,Real Sociedad,es La Liga,21,2002,6,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,22,23,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
114,Julian Araujo,MEX,DF,Las Palmas,es La Liga,22,2001,22,13,"1,298",14.4,1,0,1,1,0,0,4,0,0.7,0.7,1.0,1.7,23,66,38,0.07,0.00,0.07,0.07,0.07,0.05,0.07,0.12,0.05,0.12
115,Ronald Araújo,URU,DF,Barcelona,es La Liga,25,1999,21,18,"1,698",18.9,1,0,1,1,0,0,5,0,1.4,1.4,0.7,2.1,23,89,9,0.05,0.00,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11
116,Oliver Arblaster,ENG,MF,Sheffield Utd,eng Premier League,19,2004,6,5,460,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,16,2,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
117,Cameron Archer,ENG,"FW,MF",Sheffield Utd,eng Premier League,22,2001,23,16,"1,468",16.3,4,1,5,4,0,0,1,0,4.0,4.0,2.3,6.3,27,12,85,0.25,0.06,0.31,0.25,0.31,0.24,0.14,0.38,0.24,0.38
118,Alphonse Areola,FRA,GK,West Ham,eng Premier League,31,1993,27,27,"2,339",26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,Adu Ares,ESP,FW,Athletic Club,es La Liga,22,2001,10,1,189,2.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,8,3,32,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
120,Jesús Areso,ESP,DF,Osasuna,es La Liga,24,1999,30,23,"2,128",23.6,1,4,5,1,0,0,3,0,0.1,0.1,2.8,2.9,60,83,146,0.04,0.17,0.21,0.04,0.21,0.00,0.12,0.12,0.00,0.12
121,Matias Arezo,URU,FW,Granada,es La Liga,21,2002,10,2,249,2.8,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,4,2,12,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.20,0.17,0.20
122,Iñigo Arguibide,ESP,DF,Osasuna,es La Liga,19,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,Yoël Armougom,FRA,"DF,MF",Clermont Foot,fr Ligue 1,25,1998,5,2,234,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,12,25,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12
124,José Arnaiz,ESP,"FW,MF",Osasuna,es La Liga,29,1995,21,8,777,8.6,2,1,3,2,0,0,2,0,1.6,1.6,1.8,3.4,17,10,71,0.23,0.12,0.35,0.23,0.35,0.19,0.21,0.40,0.19,0.40
125,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,fr Ligue 1,21,2003,20,10,903,10.0,1,0,1,1,0,0,3,0,0.4,0.4,1.4,1.8,20,38,57,0.10,0.00,0.10,0.10,0.10,0.04,0.14,0.18,0.04,0.18
126,Marko Arnautović,AUT,FW,Inter,it Serie A,35,1989,23,3,633,7.0,2,3,5,2,0,0,0,0,3.5,3.5,2.5,6.0,8,15,62,0.28,0.43,0.71,0.28,0.71,0.50,0.36,0.85,0.50,0.85
127,Maximilian Arnold,GER,MF,Wolfsburg,de Bundesliga,29,1994,25,22,"2,057",22.9,1,0,1,1,0,0,8,0,0.9,0.9,3.1,3.9,17,116,14,0.04,0.00,0.04,0.04,0.04,0.04,0.13,0.17,0.04,0.17
128,Mohamed El Arouch,FRA,FW,Lyon,fr Ligue 1,20,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,Sergio Arribas,ESP,"MF,FW",Almería,es La Liga,22,2001,29,20,"1,796",20.0,6,3,9,6,0,0,0,0,7.0,7.0,3.0,10.0,46,69,80,0.30,0.15,0.45,0.30,0.45,0.35,0.15,0.50,0.35,0.50
130,Kepa Arrizabalaga,ESP,GK,Real Madrid,es La Liga,29,1994,12,12,"1,080",12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,Arthur,BRA,DF,Leverkusen,de Bundesliga,21,2003,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
132,Takuma Asano,JPN,"FW,MF",Bochum,de Bundesliga,29,1994,25,24,"1,883",20.9,6,1,7,6,0,0,2,0,6.7,6.7,1.3,8.1,51,30,151,0.29,0.05,0.33,0.29,0.33,0.32,0.06,0.38,0.32,0.38
133,Marco Asensio,ESP,"MF,FW",Paris S-G,fr Ligue 1,28,1996,14,9,792,8.8,4,3,7,4,0,0,0,0,2.7,2.7,3.3,6.0,26,48,66,0.45,0.34,0.80,0.45,0.80,0.30,0.38,0.68,0.30,0.68
134,Kristjan Asllani,ALB,MF,Inter,it Serie A,22,2002,18,4,566,6.3,1,2,3,1,0,0,1,0,0.5,0.5,0.8,1.3,2,21,7,0.16,0.32,0.48,0.16,0.48,0.08,0.13,0.21,0.08,0.21
135,Joel Asoro,SWE,"FW,MF",Metz,fr Ligue 1,24,1999,20,10,848,9.4,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,14,16,43,0.21,0.11,0.32,0.21,0.32,0.06,0.03,0.09,0.06,0.09
136,Iago Aspas,ESP,FW,Celta Vigo,es La Liga,36,1987,28,25,"2,151",23.9,5,6,11,4,1,3,6,1,7.9,5.5,8.0,13.4,62,118,156,0.21,0.25,0.46,0.17,0.42,0.33,0.33,0.66,0.23,0.56
137,Lorenz Assignon,TOG,DF,Burnley,eng Premier League,23,2000,10,10,829,9.2,0,1,1,0,0,0,4,1,0.1,0.1,2.2,2.3,20,19,34,0.00,0.11,0.11,0.00,0.11,0.01,0.24,0.25,0.01,0.25
138,Youcef Atal,ALG,DF,Nice,fr Ligue 1,27,1996,6,5,359,4.0,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,9,15,5,0.25,0.00,0.25,0.25,0.25,0.03,0.20,0.24,0.03,0.24
139,Valentin Atangana Edoa,FRA,MF,Reims,fr Ligue 1,18,2005,15,7,555,6.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,10,21,17,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
140,Arthur Atta,FRA,"MF,FW",Metz,fr Ligue 1,21,2003,17,7,701,7.8,1,2,3,1,0,0,0,0,0.4,0.4,1.2,1.6,12,41,17,0.13,0.26,0.39,0.13,0.39,0.06,0.15,0.21,0.06,0.21
141,Noah Atubolu,GER,GK,Freiburg,de Bundesliga,21,2002,29,29,"2,610",29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,Pierre-Emerick Aubameyang,GAB,FW,Marseille,fr Ligue 1,34,1989,28,24,"2,114",23.5,12,7,19,10,2,2,3,0,15.4,13.8,5.0,18.7,55,51,190,0.51,0.30,0.81,0.43,0.72,0.65,0.21,0.87,0.59,0.80
143,Emil Audero,ITA,GK,Inter,it Serie A,27,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,Tommaso Augello,ITA,DF,Cagliari,it Serie A,29,1994,27,23,"1,993",22.1,1,1,2,1,0,0,3,0,0.5,0.5,1.8,2.2,55,82,86,0.05,0.05,0.09,0.05,0.09,0.02,0.08,0.10,0.02,0.10
145,Carlos Augusto,BRA,DF,Inter,it Serie A,25,1999,31,10,"1,325",14.7,0,3,3,0,0,0,1,0,0.9,0.9,2.1,3.0,39,42,79,0.00,0.20,0.20,0.00,0.20,0.06,0.14,0.20,0.06,0.20
146,Yann Aurel Bisseck,GER,DF,Inter,it Serie A,23,2000,14,7,724,8.0,2,0,2,2,0,0,0,0,0.6,0.6,0.5,1.1,20,28,17,0.25,0.00,0.25,0.25,0.25,0.08,0.06,0.14,0.08,0.14
147,Serge Aurier,CIV,"DF,MF",Nott'ham Forest,eng Premier League,31,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29,0.00,0.22,0.22,0.00,0.22,0.02,0.05,0.07,0.02,0.07
148,Ezequiel Ávila,ARG,"FW,MF",Osasuna,es La Liga,30,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,2.0,2.0,2.3,4.3,14,39,75,0.10,0.31,0.42,0.10,0.42,0.21,0.24,0.45,0.21,0.45
149,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,eng Premier League,26,1997,17,12,"1,024",11.4,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,43,0.53,0.26,0.79,0.53,0.79,0.42,0.15,0.57,0.42,0.57
150,André Ayew,GHA,FW,Le Havre,fr Ligue 1,34,1989,15,8,764,8.5,3,0,3,3,0,0,2,1,2.0,2.0,0.4,2.4,11,16,53,0.35,0.00,0.35,0.35,0.35,0.24,0.05,0.29,0.24,0.29
151,Jordan Ayew,GHA,"FW,MF",Crystal Palace,eng Premier League,32,1991,30,28,"2,364",26.3,4,6,10,4,0,0,8,1,3.8,3.8,4.0,7.8,68,62,163,0.15,0.23,0.38,0.15,0.38,0.15,0.15,0.30,0.15,0.30
152,Neil El Aynaoui,FRA,MF,Lens,fr Ligue 1,22,2001,23,15,"1,415",15.7,1,2,3,1,0,0,1,0,2.4,2.4,0.8,3.2,24,54,43,0.06,0.13,0.19,0.06,0.19,0.15,0.05,0.20,0.15,0.20
153,Sardar Azmoun,IRN,"FW,MF",Roma,it Serie A,29,1995,17,2,410,4.6,2,0,2,2,0,0,4,0,2.0,2.0,1.1,3.1,4,12,30,0.44,0.00,0.44,0.44,0.44,0.44,0.24,0.67,0.44,0.67
154,César Azpilicueta,ESP,DF,Atlético Madrid,es La Liga,34,1989,18,9,992,11.0,0,2,2,0,0,0,3,0,0.6,0.6,2.2,2.8,27,58,32,0.00,0.18,0.18,0.00,0.18,0.06,0.20,0.26,0.06,0.26
155,Paulo Azzi,BRA,"DF,MF",Cagliari,it Serie A,29,1994,22,9,902,10.0,0,0,0,0,0,0,1,0,1.1,1.1,0.4,1.5,44,35,41,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15
156,Oussama El Azzouzi,MAR,MF,Bologna,it Serie A,22,2001,12,2,303,3.4,1,1,2,1,0,0,3,0,0.4,0.4,0.4,0.8,3,13,6,0.30,0.30,0.59,0.30,0.59,0.12,0.12,0.23,0.12,0.23
157,Abdellah Baallal,MAR,MF,Clermont Foot,fr Ligue 1,19,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,Iddrisu Baba,GHA,MF,Almería,es La Liga,28,1996,24,14,"1,421",15.8,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,5,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08
159,Srđan Babić,SRB,DF,Almería,es La Liga,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
160,Shavy Babicka,GAB,FW,Toulouse,fr Ligue 1,23,2000,8,4,292,3.2,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,11,7,48,0.31,0.00,0.31,0.31,0.31,0.11,0.04,0.16,0.11,0.16
161,Aliou Badara Baldé,SEN,"FW,DF",Nice,fr Ligue 1,21,2002,6,0,63,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,2,8,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18
162,Loïc Bade,FRA,DF,Sevilla,es La Liga,24,2000,22,21,"1,749",19.4,0,1,1,0,0,0,4,1,0.7,0.7,0.3,1.0,8,62,1,0.00,0.05,0.05,0.00,0.05,0.04,0.02,0.05,0.04,0.05
163,Milan Badelj,CRO,MF,Genoa,it Serie A,35,1989,28,28,"2,203",24.5,0,3,3,0,0,0,6,0,1.0,1.0,1.1,2.1,16,126,28,0.00,0.12,0.12,0.00,0.12,0.04,0.04,0.08,0.04,0.08
164,Matthias Bader,GER,"DF,MF",Darmstadt 98,de Bundesliga,26,1997,22,19,"1,622",18.0,1,2,3,1,0,0,1,0,0.7,0.7,2.2,2.9,33,63,62,0.06,0.11,0.17,0.06,0.17,0.04,0.12,0.16,0.04,0.16
165,Benoît Badiashile,FRA,DF,Chelsea,eng Premier League,23,2001,11,8,741,8.2,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,1,30,1,0.00,0.12,0.12,0.00,0.12,0.02,0.07,0.09,0.02,0.09
166,Alex Baena,ESP,"MF,FW",Villarreal,es La Liga,22,2001,28,27,"2,068",23.0,2,9,11,2,0,1,9,1,6.5,5.7,6.3,12.1,62,127,150,0.09,0.39,0.48,0.09,0.48,0.28,0.28,0.56,0.25,0.52
167,Jaime Báez,URU,"FW,MF",Frosinone,it Serie A,28,1995,10,6,499,5.5,1,0,1,1,0,0,1,0,0.5,0.5,0.5,1.0,12,29,39,0.18,0.00,0.18,0.18,0.18,0.08,0.10,0.18,0.08,0.18
168,Leon Bailey,JAM,"MF,FW",Aston Villa,eng Premier League,26,1997,31,18,"1,728",19.2,9,8,17,9,0,0,4,0,5.1,5.1,7.3,12.4,92,63,208,0.47,0.42,0.89,0.47,0.89,0.27,0.38,0.65,0.27,0.65
169,Eric Bailly,CIV,DF,Villarreal,es La Liga,30,1994,7,6,569,6.3,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,3,11,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
170,Nedim Bajrami,ALB,"MF,FW",Sassuolo,it Serie A,25,1999,25,14,"1,196",13.3,2,2,4,2,0,0,0,0,2.4,2.4,2.2,4.7,50,46,65,0.15,0.15,0.30,0.15,0.30,0.18,0.17,0.35,0.18,0.35
171,Cédric Bakambu,COD,FW,Betis,es La Liga,33,1991,2,0,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,2,5,0.00,0.00,0.00,0.00,0.00,0.26,0.18,0.44,0.26,0.44
172,Tiemoué Bakayoko,FRA,MF,Lorient,fr Ligue 1,29,1994,15,11,976,10.8,2,1,3,2,0,0,3,0,1.4,1.4,0.4,1.8,6,34,12,0.18,0.09,0.28,0.18,0.28,0.13,0.04,0.16,0.13,0.16
173,Mitchel Bakker,NED,DF,Atalanta,it Serie A,23,2000,12,2,321,3.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,10,9,19,0.28,0.00,0.28,0.28,0.28,0.06,0.02,0.08,0.06,0.08
174,Ridle Baku,GER,"DF,MF",Wolfsburg,de Bundesliga,26,1998,28,17,"1,642",18.2,1,0,1,1,0,0,4,0,1.3,1.3,2.9,4.2,32,75,110,0.05,0.00,0.05,0.05,0.05,0.07,0.16,0.23,0.07,0.23
175,Dilane Bakwa,FRA,"FW,MF",Strasbourg,fr Ligue 1,21,2002,27,21,"1,861",20.7,2,5,7,2,0,0,4,1,2.7,2.7,5.3,8.0,77,78,172,0.10,0.24,0.34,0.10,0.34,0.13,0.26,0.39,0.13,0.39
176,Tommaso Baldanzi,ITA,"MF,FW",Empoli,it Serie A,21,2003,14,8,745,8.3,2,0,2,2,0,0,1,0,2.1,2.1,1.0,3.1,20,30,40,0.24,0.00,0.24,0.24,0.24,0.25,0.13,0.38,0.25,0.38
177,Alejandro Balde,ESP,DF,Barcelona,es La Liga,20,2003,18,15,"1,378",15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73,41,141,0.00,0.07,0.07,0.00,0.07,0.01,0.08,0.09,0.01,0.09
178,George Baldock,GRE,DF,Sheffield Utd,eng Premier League,31,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0.0,0.0,0.8,0.8,9,31,24,0.00,0.09,0.09,0.00,0.09,0.00,0.07,0.08,0.00,0.08
179,Carlos Baleba,CMR,MF,Brighton,eng Premier League,20,2004,21,13,"1,124",12.5,0,0,0,0,0,0,6,0,0.8,0.8,0.2,0.9,14,45,9,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
180,Leonardo Balerdi,ARG,DF,Marseille,fr Ligue 1,25,1999,22,21,"1,821",20.2,2,0,2,2,0,0,5,1,0.5,0.5,0.1,0.6,14,97,3,0.10,0.00,0.10,0.10,0.10,0.02,0.00,0.03,0.02,0.03
181,Iván Balliu,ALB,DF,Rayo Vallecano,es La Liga,32,1992,28,27,"2,434",27.0,0,0,0,0,0,0,4,0,0.7,0.7,2.5,3.2,41,85,85,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.12,0.02,0.12
182,Fodé Ballo-Touré,SEN,"DF,MF",Fulham,eng Premier League,27,1997,5,0,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
183,Folarin Balogun,USA,FW,Monaco,fr Ligue 1,22,2001,23,15,"1,341",14.9,7,3,10,7,0,3,1,0,9.1,6.6,1.9,8.5,32,26,167,0.47,0.20,0.67,0.47,0.67,0.61,0.13,0.74,0.44,0.57
184,Jonathan Bamba,CIV,"MF,FW",Celta Vigo,es La Liga,28,1996,23,22,"1,779",19.8,2,2,4,2,0,0,0,0,2.8,2.8,4.4,7.1,99,71,157,0.10,0.10,0.20,0.10,0.20,0.14,0.22,0.36,0.14,0.36
185,Muhamad Bamba,CIV,FW,Lorient,fr Ligue 1,22,2001,10,9,724,8.0,6,0,6,6,0,0,1,0,,,,,,,,0.75,0.00,0.75,0.75,0.75,,,,,
186,Samuel Bamba,GER,FW,Dortmund,de Bundesliga,20,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5,2,7,0.00,0.00,0.00,0.00,0.00,0.51,0.15,0.67,0.51,0.67
187,Lameck Banda,ZAM,FW,Lecce,it Serie A,23,2001,21,17,"1,350",15.0,2,4,6,2,0,0,5,1,3.6,3.6,1.9,5.5,70,22,136,0.13,0.27,0.40,0.13,0.40,0.24,0.13,0.37,0.24,0.37
188,Daniel Bandeira,POR,MF,Hellas Verona,it Serie A,24,2000,9,2,327,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,6,27,7,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
189,Mamady Bangré,BFA,"FW,MF",Toulouse,fr Ligue 1,22,2001,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10,9,12,0.00,0.89,0.89,0.00,0.89,0.12,0.59,0.71,0.12,0.71
190,Mattia Bani,ITA,DF,Genoa,it Serie A,30,1993,27,27,"2,306",25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5,37,4,0.08,0.00,0.08,0.08,0.08,0.05,0.00,0.05,0.05,0.05
191,Léo Baptistão,BRA,FW,Almería,es La Liga,31,1992,25,16,"1,400",15.6,5,0,5,5,0,0,6,1,4.5,4.5,1.6,6.2,19,35,61,0.32,0.00,0.32,0.32,0.32,0.29,0.10,0.39,0.29,0.39
192,Shandon Baptiste,GRN,MF,Brentford,eng Premier League,26,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43
193,Antonín Barák,CZE,MF,Fiorentina,it Serie A,29,1994,15,3,359,4.0,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,10,13,33,0.25,0.00,0.25,0.25,0.25,0.14,0.02,0.16,0.14,0.16
194,Francisco Barbosa,ESP,GK,Betis,es La Liga,24,1999,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
195,Valentín Barco,ARG,DF,Brighton,eng Premier League,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Bradley Barcola,FRA,FW,Lyon,fr Ligue 1,21,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11,9,31,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12
197,Melvin Bard,FRA,DF,Nice,fr Ligue 1,23,2000,27,26,"2,220",24.7,0,2,2,0,0,0,5,0,0.5,0.5,2.5,2.9,53,98,82,0.00,0.08,0.08,0.00,0.08,0.02,0.10,0.12,0.02,0.12
198,Nicolò Barella,ITA,MF,Inter,it Serie A,27,1997,31,29,"2,446",27.2,2,3,5,2,0,0,5,0,4.8,4.8,3.1,8.0,57,243,132,0.07,0.11,0.18,0.07,0.18,0.18,0.12,0.29,0.18,0.29
199,Kike Barja,ESP,"FW,MF",Osasuna,es La Liga,27,1997,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17,8,41,0.00,0.00,0.00,0.00,0.00,0.07,0.14,0.20,0.07,0.20
200,Ross Barkley,ENG,MF,Luton Town,eng Premier League,30,1993,28,26,"2,323",25.8,5,4,9,5,0,0,5,0,3.9,3.9,3.7,7.6,42,142,29,0.19,0.15,0.35,0.19,0.35,0.15,0.14,0.30,0.15,0.30
201,Aymen Barkok,MAR,"MF,FW",Mainz 05,de Bundesliga,25,1998,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33,0.28,0.00,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33
202,Harvey Barnes,ENG,FW,Newcastle Utd,eng Premier League,26,1997,15,5,587,6.5,4,2,6,4,0,0,1,0,2.7,2.7,2.5,5.2,37,26,60,0.61,0.31,0.92,0.61,0.92,0.41,0.38,0.80,0.41,0.80
203,Leandro Barreiro Martins,LUX,MF,Mainz 05,de Bundesliga,24,2000,26,24,"2,201",24.5,2,0,2,2,0,0,6,0,3.6,3.6,0.8,4.4,16,77,35,0.08,0.00,0.08,0.08,0.08,0.15,0.03,0.18,0.15,0.18
204,Enzo Barrenechea,ARG,MF,Frosinone,it Serie A,22,2001,31,27,"2,366",26.3,0,1,1,0,0,0,9,0,0.5,0.5,1.4,1.9,9,127,23,0.00,0.04,0.04,0.00,0.04,0.02,0.05,0.07,0.02,0.07
205,Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,es La Liga,22,2001,22,16,"1,126",12.5,3,1,4,3,0,0,1,0,2.7,2.7,1.0,3.8,51,28,131,0.24,0.08,0.32,0.24,0.32,0.22,0.08,0.30,0.22,0.30
206,Pablo Barrios,ESP,MF,Atlético Madrid,es La Liga,20,2003,19,14,"1,311",14.6,0,1,1,0,0,0,5,0,0.8,0.8,1.6,2.4,34,81,41,0.00,0.07,0.07,0.00,0.07,0.06,0.11,0.17,0.06,0.17
207,Davide Bartesaghi,ITA,"DF,MF",Milan,it Serie A,18,2005,5,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Marc Bartra,ESP,DF,Betis,es La Liga,33,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,5,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
209,Federico Baschirotto,ITA,DF,Lecce,it Serie A,27,1996,31,31,"2,754",30.6,0,1,1,0,0,0,2,1,1.5,1.3,0.7,1.9,23,80,3,0.00,0.03,0.03,0.00,0.03,0.05,0.02,0.07,0.04,0.06
210,Steven Baseya,FRA,DF,Strasbourg,fr Ligue 1,19,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Chris Basham,ENG,"DF,MF",Sheffield Utd,eng Premier League,35,1988,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,7,6,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10
212,Toma Bašić,CRO,MF,Salernitana,it Serie A,27,1996,10,9,719,8.0,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,9,34,12,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
213,Calvin Bassey,NGA,DF,Fulham,eng Premier League,24,1999,24,20,"1,853",20.6,1,0,1,1,0,0,5,1,0.3,0.3,0.0,0.4,13,55,4,0.05,0.00,0.05,0.05,0.05,0.02,0.00,0.02,0.02,0.02
214,Alessandro Bastoni,ITA,DF,Inter,it Serie A,25,1999,24,24,"1,980",22.0,1,3,4,1,0,0,5,0,1.2,1.2,3.3,4.4,49,123,70,0.05,0.14,0.18,0.05,0.18,0.05,0.15,0.20,0.05,0.20
215,Simone Bastoni,ITA,"DF,MF",Empoli,it Serie A,27,1996,12,6,570,6.3,1,0,1,1,0,0,2,0,0.2,0.2,0.3,0.5,10,23,24,0.16,0.00,0.16,0.16,0.16,0.03,0.05,0.09,0.03,0.09
216,Augusto Batalla,ARG,GK,Granada,es La Liga,27,1996,13,13,"1,170",13.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,Daniel Batz,GER,GK,Mainz 05,de Bundesliga,33,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Maximilian Bauer,GER,DF,Augsburg,de Bundesliga,24,2000,13,8,744,8.3,1,0,1,1,0,0,2,0,1.4,1.4,0.0,1.4,2,22,1,0.12,0.00,0.12,0.12,0.12,0.17,0.00,0.17,0.17,0.17
